Parthenolide,22Rv1,inhibition,Prism,0,waterfall
Parthenolide,23132/87,inhibition,Prism,1,waterfall
Parthenolide,253J,inhibition,Prism,0,waterfall
Parthenolide,253J-BV,inhibition,Prism,0,waterfall
Parthenolide,42-MG-BA,inhibition,Prism,1,waterfall
Parthenolide,5637,inhibition,Prism,1,waterfall
Parthenolide,639V,inhibition,Prism,0,waterfall
Parthenolide,647V,inhibition,Prism,1,waterfall
Parthenolide,769-P,inhibition,Prism,0,waterfall
Parthenolide,786-O,inhibition,Prism,1,waterfall
Parthenolide,8-MG-BA,inhibition,Prism,1,waterfall
Parthenolide,8305C,inhibition,Prism,1,waterfall
Parthenolide,8505C,inhibition,Prism,1,waterfall
Parthenolide,A-172,inhibition,Prism,0,waterfall
Parthenolide,A-204,inhibition,Prism,0,waterfall
Parthenolide,A-375,inhibition,Prism,1,waterfall
Parthenolide,A-549,inhibition,Prism,0,waterfall
Parthenolide,A-673,inhibition,Prism,0,waterfall
Parthenolide,A-704,inhibition,Prism,0,waterfall
Parthenolide,A101D,inhibition,Prism,0,waterfall
Parthenolide,A2058,inhibition,Prism,0,waterfall
Parthenolide,A2780,inhibition,Prism,0,waterfall
Parthenolide,ABC-1,inhibition,Prism,1,waterfall
Parthenolide,ACC-MESO-1,inhibition,Prism,0,waterfall
Parthenolide,ACHN,inhibition,Prism,0,waterfall
Parthenolide,AGS,inhibition,Prism,0,waterfall
Parthenolide,AN3-CA,inhibition,Prism,0,waterfall
Parthenolide,AsPC-1,inhibition,Prism,1,waterfall
Parthenolide,B-CPAP,inhibition,Prism,0,waterfall
Parthenolide,BC-3C,inhibition,Prism,0,waterfall
Parthenolide,BEN,inhibition,Prism,1,waterfall
Parthenolide,BFTC-905,inhibition,Prism,1,waterfall
Parthenolide,BHT-101,inhibition,Prism,0,waterfall
Parthenolide,BICR 16,inhibition,Prism,0,waterfall
Parthenolide,BICR 31,inhibition,Prism,0,waterfall
Parthenolide,BICR 56,inhibition,Prism,1,waterfall
Parthenolide,BT-474,inhibition,Prism,1,waterfall
Parthenolide,BT-549,inhibition,Prism,0,waterfall
Parthenolide,Becker,inhibition,Prism,0,waterfall
Parthenolide,BxPC-3,inhibition,Prism,0,waterfall
Parthenolide,CADO-ES1,inhibition,Prism,0,waterfall
Parthenolide,CAL-120,inhibition,Prism,0,waterfall
Parthenolide,CAL-12T,inhibition,Prism,1,waterfall
Parthenolide,CAL-27,inhibition,Prism,0,waterfall
Parthenolide,CAL-29,inhibition,Prism,0,waterfall
Parthenolide,CAL-51,inhibition,Prism,1,waterfall
Parthenolide,CAL-54,inhibition,Prism,1,waterfall
Parthenolide,CAL-62,inhibition,Prism,0,waterfall
Parthenolide,CAL-78,inhibition,Prism,1,waterfall
Parthenolide,CAMA-1,inhibition,Prism,1,waterfall
Parthenolide,CCF-STTG1,inhibition,Prism,1,waterfall
Parthenolide,CFPAC-1,inhibition,Prism,1,waterfall
Parthenolide,CHL-1,inhibition,Prism,0,waterfall
Parthenolide,CJM [Human melanoma],inhibition,Prism,0,waterfall
Parthenolide,CL-34,inhibition,Prism,0,waterfall
Parthenolide,COLO 668,inhibition,Prism,1,waterfall
Parthenolide,COLO 679,inhibition,Prism,0,waterfall
Parthenolide,COLO 680N,inhibition,Prism,1,waterfall
Parthenolide,COLO 741,inhibition,Prism,0,waterfall
Parthenolide,COLO 783,inhibition,Prism,0,waterfall
Parthenolide,COLO 792,inhibition,Prism,0,waterfall
Parthenolide,COLO 800,inhibition,Prism,1,waterfall
Parthenolide,COR-L105,inhibition,Prism,0,waterfall
Parthenolide,COR-L23,inhibition,Prism,0,waterfall
Parthenolide,COV362,inhibition,Prism,1,waterfall
Parthenolide,COV434,inhibition,Prism,0,waterfall
Parthenolide,Caki-1,inhibition,Prism,1,waterfall
Parthenolide,Calu-6,inhibition,Prism,0,waterfall
Parthenolide,Caov-3,inhibition,Prism,1,waterfall
Parthenolide,Capan-2,inhibition,Prism,0,waterfall
Parthenolide,DAN-G,inhibition,Prism,0,waterfall
Parthenolide,DBTRG-05MG,inhibition,Prism,0,waterfall
Parthenolide,DK-MG,inhibition,Prism,1,waterfall
